"","X","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"297","NM_013197",101.519874480714,-2.10887491850343,0.476972778626832,4.66035526694692e-07,1.65102454597193e-05
"300","NM_001127604",262.966578000252,1.59069504081633,0.358908769525288,5.05042109406423e-07,1.77454962508437e-05
"301","NM_001107312",157.544944112492,-2.07517992925425,0.471809403999056,5.15797461367552e-07,1.80631928248351e-05
"302","NM_080580",235.595162162787,1.61096358496445,0.363967367807705,5.25548447504397e-07,1.83437290898803e-05
"303","NM_001100683",158.896014786293,-1.72048763924779,0.390740767225917,5.61586585075659e-07,1.95369115289852e-05
"306","NM_001013222",165.688670053297,2.1662267499512,0.495756942483367,5.88252295122189e-07,2.02639458917745e-05
"311","NM_001034952",105.364978245666,2.45851907301109,0.566270179214319,6.801231445375e-07,2.30158506374604e-05
"314","NM_012976",47.6042875571667,-2.22547520360989,0.512054786037983,6.87155963212253e-07,2.30678694529311e-05
"320","NM_001107660",17.4608760206083,-3.24029884320565,0.742920331515962,7.63100040739631e-07,2.51369922794889e-05
"321","NM_001040019",5378.41411830243,2.77196264272927,0.646541065406595,7.80639883383554e-07,2.55550466172237e-05
"333","NM_001012219",62.4264760147872,-2.87700804577922,0.682122977987448,1.03567829844938e-06,3.27840388707356e-05
"337","NM_144755",291.14457776156,1.7354318651322,0.407393866444406,1.09762061649394e-06,3.4332400351521e-05
"341","NM_001033066",405.858806027092,-1.60899829193396,0.380729049645083,1.27500982711341e-06,3.92978906070246e-05
"349","NM_019371",47.4451338981959,1.90283727546803,0.451347785635881,1.49216977188539e-06,4.50686577806414e-05
"354","NM_001191611",16.1657138809879,-2.86860495668071,0.683265003850749,1.6076227735112e-06,4.78699199310212e-05
"365","NM_053380",1579.44986430472,-2.45577418565553,0.601010929661786,1.81276666868254e-06,5.23517080947469e-05
"370","NM_001006998",59.6098587225322,1.88729412695932,0.45887259362239,2.1796464775515e-06,6.20963608645145e-05
"373","NM_030873",91.027430057251,2.38561381578086,0.588491054248868,2.42196010409765e-06,6.84447224056122e-05
"381","NM_001044247",18.9014012990906,2.69204512471268,0.65181522990579,2.65529785593637e-06,7.31115328007768e-05
"385","NM_001025740",45.7746673415266,-2.08592976369817,0.520351501711547,2.76427200256678e-06,7.55634986962214e-05
"389","NM_173305",2829.09780906932,-2.33663614096769,0.587543737681757,2.9365968180047e-06,7.9720768157296e-05
"391","NM_001191667",163.356832604894,1.98416852690654,0.496969962199702,3.03411691448209e-06,8.17969984541067e-05
"400","NM_023023",62.5935637944373,-1.51925081711211,0.382494762156142,3.91853184966679e-06,0.000103334407680013
"406","NM_001106632",58.8384592054836,-1.57376276192106,0.400489472354469,4.44454685595236e-06,0.000115394010858605
"411","NM_001005384",307.824098866542,1.82984365972238,0.471389199685845,5.03688018873767e-06,0.000128868335120106
"421","NM_001109260",48.2631058021173,-1.91323963023367,0.502876030806941,6.40042581652102e-06,0.000159496190382856
"433","NM_001109263",26.8572942785714,2.02765625534039,0.531340544571447,7.92923187159517e-06,0.000193030099673175
"437","NM_023978",342.152789872723,3.10500367552106,0.843792544628234,8.21622629553408e-06,0.000198508172185855
"442","NM_001003711",45.9726266836323,-1.85543962282617,0.497820300321268,9.31875397610496e-06,0.000222237524122449
"458","NM_001169132",23.6129051378013,-2.18378895280751,0.591697481620622,1.10965223623659e-05,0.00025538961183777
"482","NM_201271",24.6778506232284,-2.86877790679305,0.805134552168356,1.48219860355522e-05,0.000324146379254679
"500","NM_031106",29.78483858244,-1.64375175369582,0.460553093145133,1.81649184079895e-05,0.000382952809877235
"520","NM_017206",468.061292525398,-2.47745919671634,0.723559091573355,2.25345644134888e-05,0.000456801622081895
"532","NM_017081",104.729818121022,-1.54048757263766,0.442070071161446,2.48243435421503e-05,0.00049186730315377
"536","NM_021698",16.8034338359924,-2.09178110377314,0.602221373633842,2.64026992916866e-05,0.000519236666480724
"541","NM_001014041",225.23474859346,-1.68424581375943,0.491474033699146,2.80530976918974e-05,0.000546594644677061
"561","NM_022392",11643.557416566,-2.92392012557413,0.89960025332109,3.58796020025891e-05,0.000674757009327389
"568","NM_131903",9277.49665215529,-2.38462785562169,0.729492863507331,3.78183103767383e-05,0.000701835932537321
"589","NM_001108522",29.3912230364085,2.00252731421263,0.604277651943593,4.68353735379225e-05,0.000836765546547866
"616","NM_001106871",23.0179112077068,-1.7411978871192,0.540941519718803,6.44725751093482e-05,0.00110325554257734
"622","NM_001014063",3387.1456288827,-2.00188303101685,0.643354792381422,7.07892188004444e-05,0.00119966102150399
"646","NM_001109398",97.3499984313788,1.88774801149479,0.610914278887141,8.392696794712e-05,0.00136734802029458
"657","NM_021681",23.0949778647365,1.98495736601877,0.639620027782588,9.55652015230407e-05,0.00153326147527302
"678","NM_001110489",16.445756302143,-2.20263112198777,0.734041525793899,0.000112325889225138,0.00174635279988522
"709","NM_031605",165.235373686372,1.59944957607306,0.544743215544467,0.000146675058010307,0.00218067952960035
"719","NM_017016",94.7038173567638,1.57768840850102,0.540744875195416,0.000161433096681325,0.00236671247860619
"766","NM_001106683",1735.73352258068,-1.98429287850237,0.732209273175084,0.000232099344469091,0.00319495104296068
"782","NM_001012035",34.0986040298327,1.52172449139317,0.540340583592671,0.000249856341531769,0.00336794846046851
"786","NM_133391",69.2232969798296,-1.75065023720762,0.644423716765321,0.000254152723987609,0.00341104445610028
"787","NM_001127492",21.7537008072391,-1.53283547130504,0.55068491688921,0.000255383192198726,0.00342057716514202
"798","NM_001191595",18.2076390451817,-2.18598684173216,0.820995937944138,0.000276698713498887,0.00365239878520945
"882","NM_212504",20.9165159668888,1.81305566993412,0.708690596801344,0.000462424690684035,0.00552655177380999
"903","NM_024346",22.7129853765426,-1.50241499930487,0.598657961561047,0.000522738142267903,0.00610208500293019
"928","NM_012630",121.179010898614,-1.50134322769539,0.619260318393389,0.000606779913696262,0.00689231365331066
"939","NM_138526",203.308869987622,-2.17626870386111,0.958802037000971,0.000635634959004531,0.00713549318729154
"980","NM_024391",4624.91732415073,1.98038940542502,0.889495634491807,0.000815429751747836,0.00876192152209371
"989","NM_001106976",340.79591130386,1.80577520985443,0.817164153218382,0.00086710225136573,0.00924178446071401
"1092","NM_017078",18.9838962892977,-1.64428396140269,0.785512311642452,0.00132299357516772,0.012779838252004
"1094","NM_001271250",40.4856733215567,-1.78703958707787,0.897422733081404,0.00132837391167852,0.0127992590521054
"1100","NM_013122",172.877621148232,2.18304527193854,1.14582747776201,0.00135129642797576,0.0129503372092366
"1111","NM_001013894",58.679931271358,1.50931771075084,0.730290940455879,0.00142716628010333,0.0135407378564979
"1167","NM_031345",1395.259123572,-1.75632347208643,0.992608111728813,0.00186043906703236,0.0168045314529461
"1262","NM_138889",47.7893160669148,1.74181329866737,1.08238350537825,0.0026645380659024,0.0222558603428504
"1346","NM_203512",24805.8453197785,-1.52069037508248,1.08695547773854,0.00337536661099493,0.0264336845813503
"10729","NM_181372",6.8132455960485,-2.36516802140626,1.14829992007197,0.00151726030309234,NA
